Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
21/12/2021;15:00;0,31;0,56;5;28;20;Muy bueno / Oso ona;24,5;Bueno / Ona;22,42;Regular / Erregularra;3;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;14:00;0,31;0,59;6;31;22;Muy bueno / Oso ona;24,63;Bueno / Ona;22,92;Regular / Erregularra;3;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;13:00;0,56;0,6;60;143;52;Bueno / Ona;24,42;Bueno / Ona;22,54;Regular / Erregularra;5;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;12:00;0,71;0,56;113;238;65;Bueno / Ona;23,91;Bueno / Ona;22,35;Regular / Erregularra;5;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;11:00;0,75;0,53;137;273;63;Bueno / Ona;23;Bueno / Ona;21,52;Regular / Erregularra;6;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;10:00;0,59;0,48;102;209;52;Bueno / Ona;22,04;Bueno / Ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;09:00;0,49;0,46;72;152;42;Bueno / Ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;08:00;0,65;0,44;87;176;44;Bueno / Ona;19,13;Muy bueno / Oso ona;19,17;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;07:00;0,57;0,41;49;108;33;Muy bueno / Oso ona;18,57;Muy bueno / Oso ona;18,52;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;06:00;0,51;0,38;15;52;29;Muy bueno / Oso ona;18,35;Muy bueno / Oso ona;17,96;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;05:00;0,45;0,36;10;41;26;Muy bueno / Oso ona;18,48;Muy bueno / Oso ona;17,26;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;04:00;0,36;0,41;7;33;23;Muy bueno / Oso ona;17,91;Muy bueno / Oso ona;16,52;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;03:00;0,38;0,52;12;43;24;Muy bueno / Oso ona;17,35;Muy bueno / Oso ona;15,91;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;02:00;0,33;0,65;18;51;24;Muy bueno / Oso ona;16,74;Muy bueno / Oso ona;15,35;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;01:00;0,41;0,77;11;43;27;Muy bueno / Oso ona;16,13;Muy bueno / Oso ona;14,65;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;24:00;0,37;0,82;17;55;30;Muy bueno / Oso ona;15,43;Muy bueno / Oso ona;14;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;23:00;0,33;0,79;29;78;34;Muy bueno / Oso ona;15;Muy bueno / Oso ona;13,35;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;22:00;0,34;0,81;39;97;38;Muy bueno / Oso ona;14,48;Muy bueno / Oso ona;12,78;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;21:00;0,38;0,83;47;112;39;Muy bueno / Oso ona;14,13;Muy bueno / Oso ona;12,04;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;20:00;0,97;0,84;103;202;44;Bueno / Ona;13,48;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;19:00;1,27;0,74;185;353;69;Bueno / Ona;12,22;Muy bueno / Oso ona;9,74;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;18:00;1,29;0,62;222;421;81;Bueno / Ona;10,96;Muy bueno / Oso ona;8,57;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;17:00;0,96;0,51;125;254;64;Bueno / Ona;9,57;Muy bueno / Oso ona;7,65;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;16:00;0,64;0,46;69;156;51;Bueno / Ona;8,3;Muy bueno / Oso ona;7,22;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;15:00;0,5;0,43;30;74;29;Muy bueno / Oso ona;7,78;Muy bueno / Oso ona;6,91;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;14:00;0,48;0,4;28;67;25;Muy bueno / Oso ona;7,57;Muy bueno / Oso ona;6,43;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;13:00;;0,36;;;;Sin datos / Daturik gabe;7,39;Muy bueno / Oso ona;6,26;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/12/2021;12:00;0,42;0,35;32;77;28;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;11:00;0,42;0,32;30;74;29;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;10:00;0,4;0,3;24;66;29;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;09:00;0,43;0,28;29;75;32;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;08:00;0,36;0,26;23;70;34;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;07:00;0,32;0,25;8;39;27;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;06:00;0,27;0,26;4;23;17;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;05:00;0,24;0,28;1;11;9;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;04:00;0,24;0,3;1;8;7;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;03:00;0,23;0,33;0;7;7;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;02:00;0,25;0,36;1;7;6;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;01:00;0,25;0,37;0;10;9;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;24:00;0,28;0,4;1;12;10;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;23:00;0,36;0,41;3;19;16;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;22:00;0,37;0,43;4;26;20;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;21:00;0,36;0,44;8;37;26;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;20:00;0,44;0,43;11;44;28;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;19:00;0,41;0,41;11;47;30;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;6;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;18:00;0,4;0,41;11;43;26;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;17:00;0,39;0,41;6;31;22;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;16:00;0,48;0,39;9;31;18;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;15:00;0,5;0,36;11;32;17;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;14:00;0,46;0,32;13;36;17;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;13:00;0,37;0,3;10;28;13;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;12:00;0,33;0,28;8;26;13;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;11:00;0,34;0,27;7;26;15;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;10:00;0,38;0,25;6;25;16;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;09:00;0,38;0,23;3;20;16;Muy bueno / Oso ona;10,25;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;08:00;0,25;0,22;1;14;13;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;07:00;0,23;0,22;1;11;9;Muy bueno / Oso ona;10,71;Muy bueno / Oso ona;9;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;06:00;0,22;0,23;2;11;8;Muy bueno / Oso ona;11;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;05:00;0,21;0,27;1;9;7;Muy bueno / Oso ona;11,21;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;04:00;0,21;0,29;1;10;8;Muy bueno / Oso ona;11,54;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;03:00;0,22;0,32;1;9;8;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;02:00;0,22;0,35;1;13;12;Muy bueno / Oso ona;11,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;01:00;0,23;0,38;1;15;13;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;24:00;0,24;0,42;2;18;16;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;23:00;0,26;0,44;2;18;15;Muy bueno / Oso ona;11,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;22:00;0,47;0,47;30;82;37;Muy bueno / Oso ona;11,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;21:00;0,41;0,46;11;50;33;Muy bueno / Oso ona;11,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;20:00;0,4;0,46;16;65;41;Bueno / Ona;11,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
18/12/2021;19:00;0,42;0,46;21;73;42;Bueno / Ona;11,58;Muy bueno / Oso ona;10;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
18/12/2021;18:00;0,43;0,45;22;76;43;Bueno / Ona;11,21;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
18/12/2021;17:00;0,46;0,43;26;79;40;Muy bueno / Oso ona;10,71;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;16:00;0,55;0,42;35;91;38;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
